show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;cover_url;imdb_id;tmdb_id;tmdb_popularity;tmdb_score;tmdb_votes
tmdb_84773;TV Show;The Lord of the Rings: The Rings of Power;;Charlie Vickers, Morfydd Clark, Robert Aramayo, Charles Edwards, Owain Arthur, Sophia Nomvete, Daniel Weyman, Markella Kavenagh, Megan Richards, Ismael Cruz Cordova;US;2022-09-01;2022;PG-13;3 Seasons;Action & Adventure, Sci-Fi & Fantasy, Drama;Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.;https://image.tmdb.org/t/p/w500/kf5Hz70tjNAHg4swGDzOr9BfoZ1.jpg;;84773;44.686;7.252;3555
tmdb_200709;TV Show;Weak Hero;Park Dan-hee, You Su-min;Park Ji-hoon, Ryeoun, Choi Hyun-wook, Hong Kyung, Choi Min-yeong, Yoo Su-bin, Cha Woo-min, Bae Na-ra, Lee Min-jae, Lee Jun-young;KR;2022-11-18;2022;PG-13;2 Seasons;Action & Adventure, Drama;With the aid of unexpected friends, a gifted but introverted student confronts bullies and violent foes — unaware of how dangerous his world will become.;https://image.tmdb.org/t/p/w500/hS9VVF5ffTVWNoC9B48QNsZFGy9.jpg;;200709;39.0526;8.603;341
tmdb_95480;TV Show;Slow Horses;;Gary Oldman, Jack Lowden, Kristin Scott Thomas, Saskia Reeves, Christopher Chung, Aimee-Ffion Edwards;GB, US;2022-04-01;2022;PG-13;5 Seasons;Crime, Drama, Comedy;Follow a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world's smoke and mirrors to defend England from sinister forces.;https://image.tmdb.org/t/p/w500/dnpatlJrEPiDSn5fzgzvxtiSnMo.jpg;;95480;33.8232;8.001;758
tmdb_83867;TV Show;Andor;;Diego Luna;US;2022-09-21;2022;PG-13;2 Seasons;Sci-Fi & Fantasy, Action & Adventure, Drama;In an era filled with danger, deception and intrigue, Cassian Andor will discover the difference he can make in the struggle against the tyrannical Galactic Empire. He embarks on a path that is destined to turn him into a rebel hero.;https://image.tmdb.org/t/p/w500/khZqmwHQicTYoS7Flreb9EddFZC.jpg;;83867;33.349;8.3;1830
tmdb_213194;TV Show;Cranberry Sorbet;Ketche;Ahmet Mümtaz Taylan, Barış Kılıç, Evrim Alasya, Doğukan Güngör, Ceren Yalazoğlu Karakoç, Aliye Uzunatağan, Feyza Civelek, Selin Türkmen, Özlem Çakar, Erkan Avcı;TR;2022-10-28;2022;PG-13;4 Seasons;Family, Drama;It is about the striking events that develop after the marriage of Doğa and Fatih, the children of two families with different cultures, in a lightning marriage.;https://image.tmdb.org/t/p/w500/fXATVTtJDNizWjKpHgJEZegr6R2.jpg;;213194;31.2579;6.7;18
tmdb_194766;TV Show;The Summer I Turned Pretty;;Lola Tung, Gavin Casalegno, Christopher Briney, Sean Kaufman, Rain Spencer, Jackie Chung, Isabella Briggs, Kristen Connolly;US;2022-06-16;2022;PG-13;3 Seasons;Drama;Every summer, Belly and her family head to the Fishers’ beach house in Cousins. Every summer is the same ... until Belly turns sixteen. Relationships will be tested, painful truths will be revealed, and Belly will be forever changed. It’s a summer of first love, first heartbreak and growing up — it's the summer she turns pretty.;https://image.tmdb.org/t/p/w500/xBIz53wYWsKfFpN0TaizVAjKJ0z.jpg;;194766;30.5516;8.1;1030
tmdb_95396;TV Show;Severance;;Adam Scott, Britt Lower, Tramell Tillman, Zach Cherry, Jen Tullock, Dichen Lachman, Sarah Bock, John Turturro, Christopher Walken, Patricia Arquette;US;2022-02-17;2022;PG-13;3 Seasons;Drama, Mystery, Sci-Fi & Fantasy;Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.;https://image.tmdb.org/t/p/w500/pPHpeI2X1qEd1CS1SeyrdhZ4qnT.jpg;;95396;30.4432;8.398;2405
tmdb_211089;TV Show;Strange Tales of Tang Dynasty;Guo Shimin;Yang Zhigang, Yang Xuwen, Gao Siwen, Chen Chuang, Sun Xuening, Yue Lina;CN;2022-09-27;2022;PG-13;5 Seasons;Mystery, Crime, Drama, Action & Adventure;General Lu Lingfeng and Detective Su Wuming uncover supernatural mysteries and hidden conspiracies threatening the empire during Emperor Xuanzong’s reign.;https://image.tmdb.org/t/p/w500/nyhBueT07zQS7wWLYFDNO8LdO3N.jpg;;211089;30.3691;8.3;48
tmdb_52814;TV Show;Halo;;Pablo Schreiber, Natascha McElhone, Joseph Morgan, Shabana Azmi, Christina Bennington, Natasha Culzac, Olive Gray, Yerin Ha, Bentley Kalu, Kate Kennedy;GB, US;2022-03-24;2022;PG-13;2 Seasons;Sci-Fi & Fantasy, Action & Adventure;Depicting an epic 26th-century conflict between humanity and an alien threat known as the Covenant, the series weaves deeply drawn personal stories with action, adventure and a richly imagined vision of the future.;https://image.tmdb.org/t/p/w500/4UmNhZCEu8Vt3byMvNxNEPyf8EY.jpg;;52814;29.3885;8.215;3094
tmdb_210318;TV Show;The Boys from Brazil: Rise of the Bolsonaros;;;;2022-09-05;2022;PG-13;1 Season;Documentary;The remarkable rise of one of the world’s most controversial leaders, Jair Bolsonaro, from obscurity to the presidency of Brazil.;https://image.tmdb.org/t/p/w500/sZXernSnVWGhlrAhDUDtdg3fuZn.jpg;;210318;29.3084;7.0;3
tmdb_154770;TV Show;Hello Saturday;付家鹏;He Jiong, Li Xueqin, Yang Di, Ding Chengxin, Wu Ze Lin;CN;2022-01-01;2022;PG-13;5 Seasons;Reality;"""Hello, Saturday"" is the rebranding of the popular Chinese show ""Happy Camp"", hosted by He Jiong and with a fixed group of regular celebrity members.

The program showcases the talent of various stars as well as social topics through creative and diverse content and games. It aims to spread positive energy while keeping up with the current trends and leading youth culture.";https://image.tmdb.org/t/p/w500/wsTjWy6NE2s3h0neChr0D92ddwI.jpg;;154770;28.8203;6.4;10
tmdb_131041;TV Show;BLUE LOCK;;Kazuki Ura, Tasuku Kaito, Yuki Ono, Soma Saito, Junichi Suwabe, Nobunaga Shimazaki, Yoshitsugu Matsuoka;JP;2022-10-09;2022;PG-13;1 Season;Animation, Action & Adventure, Drama;High school soccer players from across Japan gather for a controversial project designed to create the best — and most egoistic — striker in the world.;https://image.tmdb.org/t/p/w500/sTDTy73OYmKY51EK94Mc6AxogzR.jpg;;131041;27.1615;8.218;547
tmdb_90802;TV Show;The Sandman;;Tom Sturridge, Vivienne Acheampong, Patton Oswalt;US;2022-08-05;2022;PG-13;2 Seasons;Sci-Fi & Fantasy, Drama, Action & Adventure;After years of imprisonment, Morpheus — the King of Dreams — embarks on a journey across worlds to find what was stolen from him and restore his power.;https://image.tmdb.org/t/p/w500/q54qEgagGOYCq5D1903eBVMNkbo.jpg;;90802;27.002;7.883;2487
tmdb_130464;TV Show;Tell Me Lies;;Grace Van Patten, Jackson White, Catherine Missal, Alicia Crowder, Sonia Mena, Branden Cook, Spencer House;US;2022-09-07;2022;PG-13;3 Seasons;Drama, Mystery;When Lucy Albright and Stephen DeMarco meet at college, they are at that formative age when seemingly mundane choices lead the way to irrevocable consequences. They quickly fall into an addictive entanglement that will permanently alter not only their lives, but the lives of everyone around them.;https://image.tmdb.org/t/p/w500/hhWpEUZINrago2YgKDyv5Hb8yrU.jpg;;130464;26.7133;7.5;192
tmdb_103516;TV Show;Star Trek: Strange New Worlds;;Anson Mount, Ethan Peck, Jess Bush, Christina Chong, Celia Rose Gooding, Melissa Navia, Babs Olusanmokun, Martin Quinn, Rebecca Romijn;US;2022-05-05;2022;PG-13;4 Seasons;Sci-Fi & Fantasy, Drama;Follow Captain Christopher Pike, Science Officer Spock and Number One in the years before Captain Kirk boarded the U.S.S. Enterprise, as they explore new worlds around the galaxy.;https://image.tmdb.org/t/p/w500/w6KapI2JvrCkOPmQhkwYPJNjqeo.jpg;;103516;26.5988;8.0;699
tmdb_194916;TV Show;Chiikawa;;Haruka Aoki, Ari Ozawa, Makoto Tanaka, Yuka Iguchi, Tomokazu Sugita, Hiroki Touchi, Yoshitsugu Matsuoka, Yuma Uchida, Takayuki Asai;JP;2022-04-04;2022;PG-13;1 Season;Animation, Comedy, Family, Kids, Sci-Fi & Fantasy;"The story follows the sometimes happy, sometimes sad, and a tad stressful daily life of ""some sort of small, cute creature"" (Nanka Chiisakute Kawaii Yatsu) known as Chiikawa. Chiikawa enjoys delicious food with bees and rabbits, toils hard every day for the rewards of work, and still maintains a smile.";https://image.tmdb.org/t/p/w500/cXm3mxmlOWJZAyn5fqFI9JpARa3.jpg;;194916;24.4501;8.2;11
tmdb_135157;TV Show;Alchemy of Souls;;Lee Jae-wook, Go Youn-jung, Minhyun, Moon Seong-hyun, Shin Seung-ho, Yu Jun-sang, Oh Na-ra, Yoo In-soo, Choi Ye-won, Jo Jae-yun;KR;2022-06-18;2022;PG-13;2 Seasons;Drama, Sci-Fi & Fantasy, Action & Adventure, Mystery;A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.;https://image.tmdb.org/t/p/w500/q2IiPRSXPOZ6qVRj36WRAYEQyHs.jpg;;135157;24.4335;8.5;736
tmdb_92749;TV Show;Moon Knight;;Oscar Isaac, Ethan Hawke, May Calamawy, Ann Akinjirin, David Ganly, Karim El Hakim, F. Murray Abraham;US;2022-03-30;2022;PG-13;1 Season;Sci-Fi & Fantasy, Mystery, Action & Adventure;When Steven Grant, a mild-mannered gift-shop employee, becomes plagued with blackouts and memories of another life, he discovers he has dissociative identity disorder and shares a body with mercenary Marc Spector. As Steven/Marc’s enemies converge upon them, they must navigate their complex identities while thrust into a deadly mystery among the powerful gods of Egypt.;https://image.tmdb.org/t/p/w500/vKDUmKO6F9bSKKyHhg7YGbgcEeF.jpg;;92749;23.7517;7.7;3335
tmdb_110492;TV Show;Peacemaker;;John Cena, Danielle Brooks, Freddie Stroma, Jennifer Holland, Steve Agee, Frank Grillo, Robert Patrick;US;2022-01-13;2022;PG-13;2 Seasons;Action & Adventure, Sci-Fi & Fantasy, Drama;The continuing story of Peacemaker, a vainglorious superhero/supervillain who believes in peace at any cost — no matter how many people he has to kill. After a miraculous recovery from his duel with Bloodsport, Peacemaker soon discovers that his freedom comes at a price.;https://image.tmdb.org/t/p/w500/eYzbGcYnOUlvj2fa76pTgIXogd7.jpg;;110492;23.5313;8.206;3255
tmdb_136315;TV Show;The Bear;;Jeremy Allen White, Ebon Moss-Bachrach, Ayo Edebiri, Lionel Boyce, Abby Elliott, Matty Matheson, Liza Colón-Zayas, Edwin Lee Gibson;US;2022-06-23;2022;PG-13;4 Seasons;Drama, Comedy;Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family.;https://image.tmdb.org/t/p/w500/eKfVzzEazSIjJMrw9ADa2x8ksLz.jpg;;136315;23.3713;8.176;1584
tmdb_211056;TV Show;Boiling Life;Xu Zongzheng;Elvis Han, Kan Qingzi, Zhou Tingwei, Jing Ruyang, Ren Shuai, Cao Yanyan, Li Jie, Li Zhenglin;CN;2022-09-26;2022;PG-13;1 Season;Drama;"Ai Changan and Shen Xia represent Huaqi employees along with other college students who have joined the company as interns. Their stories are connected to the Chinese automobile industry from which their livelihoods depended on.

In the mid-1980s, a group of college graduates came to an automobile factory located in the northwest to start their internship. Shen Xia who intended to study abroad witnessed the development of the 7-ton truck and decides to stay. Together with Ai Chang'an, a young technician at the factory, they begin their journey to turning the tide for the industry. The market is ruthless such that the new generation of dedicated men and women face countless difficulties. The backbone of Huaqi has almost been completely dug out by opponents.";https://image.tmdb.org/t/p/w500/9fTs2OjOR0oBMgDHy4Xwu7EUihU.jpg;;211056;22.7099;7.6;4
tmdb_157744;TV Show;1923;;Helen Mirren, Harrison Ford, Brandon Sklenar, Julia Schlaepfer, Jerome Flynn, Darren Mann, Isabel May, Brian Geraghty, Aminah Nieves, Michelle Randolph;US;2022-12-18;2022;PG-13;2 Seasons;Drama, Western;Follow a new generation of the Dutton family during the early twentieth century when pandemics, historic drought, the end of Prohibition and the Great Depression all plague the mountain west, and the Duttons who call it home.;https://image.tmdb.org/t/p/w500/zgZRJZvZn5cpsWAB0zMUdad3iZd.jpg;;157744;22.5964;8.2;684
tmdb_119495;TV Show;The Eminence in Shadow;;Seiichiro Yamashita, Asami Seto, Inori Minase, Suzuko Mimori, Fairouz Ai, Hisako Kanemoto, Reina Kondo, Rina Hidaka;JP;2022-10-05;2022;PG-13;2 Seasons;Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure;Shadowbrokers are those who go unnoticed, posing as unremarkable people, when in truth, they control everything from behind the scenes. Sid wants to be someone just like that more than anything, and something as insignificant as boring reality isn’t going to get in his way! He trains in secret every single night, preparing for his eventual rise to power—only to be denied his destiny by a run-of-the-mill (yet deadly) traffic accident. But when he wakes up in a another world and suddenly finds himself at the head of an actual secret organization doing battle with evil in the shadows, he’ll finally get a chance to act out all of his delusional fantasies!;https://image.tmdb.org/t/p/w500/7JKYmtLydAwo9ZsEmAknZiO4U8g.jpg;;119495;22.2306;8.1;235
tmdb_119845;TV Show;Power Book IV: Force;;Joseph Sikora, Carmela Zumbado, Manuel Eduardo Ramirez, Chris Tardio;US;2022-02-06;2022;PG-13;3 Seasons;Crime, Drama;Tommy Egan leaves New York behind and plans to take on Chicago, using his outsider status to break all the local rules and rewrite them on his quest to become the biggest drug dealer in the city.;https://image.tmdb.org/t/p/w500/cR0ursLXoT0zfX9XDGAzQRAnK0W.jpg;;119845;22.0047;8.338;204
tmdb_219290;TV Show;Blood Flowers;;Barış Baktaş, Yağmur Yüksel, Ekrem Aral Tuna, Dilek Güler, Nuray Şerefoğlu, Hasan Balliktas, Hilal Kuvvet, Yilmaz Ulutas, Göksel Kayahan, Ceyda Pinar;;2022-12-05;2022;PG-13;3 Seasons;Drama;"The narrative of Dilan, whose aspirations and hopes were dashed on the one hand, and Baran, who had to marry to stop the feud and save her brother from this cycle on the other. This marriage, however, is a prison for the two of them, and his uncle, who is jealous of his wealth, wishes to renew the rivalry. This conflicted relationship will cause strong winds to blow between two hearts; will this marriage become a true marriage?";https://image.tmdb.org/t/p/w500/o6tosm7V0SMBlI1KsTUxPM9Papp.jpg;;219290;21.9552;7.609;23
tmdb_99966;TV Show;All of Us Are Dead;;Park Ji-hu, Yoon Chan-young, Cho Yi-hyun, Lomon, Yoo In-soo, Lee You-mi, Kim Byong-chul, Lee Kyoo-hyung, Jeon Bae-soo;KR;2022-01-28;2022;PG-13;2 Seasons;Action & Adventure, Drama, Sci-Fi & Fantasy;A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.;https://image.tmdb.org/t/p/w500/pTEFqAjLd5YTsMD6NSUxV6Dq7A6.jpg;;99966;21.667;8.279;4230
tmdb_215092;TV Show;Alpha Males;;Gorka Otxoa, Fele Martínez, Fernando Gil, Raúl Tejón, Paula Gallego, Raquel Guerrero, María Hervás, Kira Miró;ES;2022-12-30;2022;PG-13;4 Seasons;Comedy;Pedro, Luis, Raúl and Santi are four friends who feel a bit lost in the new world of empowered women, each trying to adjust in their own haphazard way.;https://image.tmdb.org/t/p/w500/NqID21yImku6B7kq0oCQTxX2rm.jpg;;215092;21.4384;7.522;138
tmdb_198182;TV Show;Throne of Seal;;Chang Rongshan, Shen Nianru, Liu Mingyue, Ye Zhiqiu, Sheng Feng, Yang Tianxiang, Yeqiao Yan, Guo Haoran, Meme Yan, Yuntu Cao;CN;2022-04-28;2022;PG-13;1 Season;Animation, Action & Adventure, Drama, Sci-Fi & Fantasy;Six thousand years ago, the Demon God appeared and creatures were turned into demons. The mankind created six Temples to fight the demons. Long Haochen joins the Knights Temple. As he grows, an adventure unfolds. He wins the recognition of others and fights with the Six Temples against the demons for the sake of human beings. He sacrifices himself to protect the people. Could Long win the Throne of Seal and be granted the highest honor in the Knights' Temple? All remained to be revealed.;https://image.tmdb.org/t/p/w500/ehRRWs1EfeYiX4ysLLapWeKG4Pq.jpg;;198182;21.2067;8.8;28
tmdb_204746;TV Show;The Jennifer Hudson Show;;Jennifer Hudson;US;2022-09-12;2022;PG-13;4 Seasons;Talk;Talented entertainer and newly-minted EGOT Jennifer Hudson takes on the daytime talk show landscape.;https://image.tmdb.org/t/p/w500/itMjVGw4abhhCDZFppmb7yGLrRa.jpg;;204746;20.8484;5.603;29
tmdb_210081;TV Show;Sherri;;Sherri Shepherd, Rolonda Watts;US;2022-09-12;2022;PG-13;4 Seasons;Talk;"Sherri Shepherd, actress, comic, and Emmy Award-winning longtime co-host of ""The View"", appears before a live audience with a daily dose of pop culture, comedy, conversations, and daytime talk staples, including celebrity and human interest interviews.";https://image.tmdb.org/t/p/w500/w6K4LsGYTBbuYpDG9qR20g6p1NT.jpg;;210081;20.4342;2.875;12
tmdb_114410;TV Show;Chainsaw Man;;Kikunosuke Toya, Tomori Kusunoki, Shogo Sakata, Fairouz Ai;JP;2022-10-12;2022;PG-13;1 Season;Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy;Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.;https://image.tmdb.org/t/p/w500/yVtx7Xn9UxNJqvG2BkvhCcmed9S.jpg;;114410;20.2047;8.505;2020
tmdb_123249;TV Show;My Dress-Up Darling;;Hina Suguta, Shoya Ishige;JP;2022-01-09;2022;PG-13;1 Season;Animation, Comedy, Drama;High schooler Wakana Gojo wants to become a kashirashi—a master craftsman who makes traditional Japanese Hina dolls. Though he's gung-ho about the craft, he knows nothing about the latest trends, and has a hard time fitting in with his class. The popular kids—especially one girl, Marin Kitagawa—seem like they live in a completely different world. That all changes one day, when she shares an unexpected secret with him, and their completely different worlds collide.;https://image.tmdb.org/t/p/w500/A6mxBwvvv63JXZm3xXKv4SugE0L.jpg;;123249;19.7977;8.4;844
tmdb_113988;TV Show;DAHMER - Monster: The Jeffrey Dahmer Story;;Evan Peters, Richard Jenkins, Molly Ringwald, Michael Learned, Niecy Nash-Betts;US;2022-09-21;2022;PG-13;1 Season;Drama, Crime;This series examines the gruesome and horrific true crimes of Jeffrey Dahmer and the systemic failures that enabled one of America’s most notorious serial killers to continue his murderous spree in plain sight for over a decade.;https://image.tmdb.org/t/p/w500/f2PVrphK0u81ES256lw3oAZuF3x.jpg;;113988;19.1158;7.975;2801
tmdb_116799;TV Show;The Lincoln Lawyer;;Manuel Garcia-Rulfo, Becki Newton, Angus Sampson, Jazz Raycole;US;2022-05-13;2022;PG-13;4 Seasons;Drama, Crime;Sidelined after an accident, hotshot Los Angeles lawyer Mickey Haller restarts his career - and his trademark Lincoln - when he takes on a murder case.;https://image.tmdb.org/t/p/w500/4jSaIqEU8CPBBNn4iVCK6wzPjSx.jpg;;116799;19.1079;7.64;430
tmdb_116135;TV Show;Vikings: Valhalla;;Sam Corlett, Frida Gustavsson, Leo Suter, Laura Berlin, David Oakes, Bradley Freegard;IE, US;2022-02-25;2022;PG-13;3 Seasons;Action & Adventure, Drama, War & Politics;"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.";https://image.tmdb.org/t/p/w500/rDFy1fUU6OC3Mm0CLFB7u0fGwVN.jpg;;116135;19.084;7.647;1009
tmdb_135934;TV Show;The Legend of Vox Machina;;Laura Bailey, Taliesin Jaffe, Ashley Johnson, Liam O'Brien, Marisha Ray, Sam Riegel, Travis Willingham, Matthew Mercer;US;2022-01-27;2022;PG-13;4 Seasons;Animation, Sci-Fi & Fantasy;They're rowdy, they're ragtag, they're misfits turned mercenaries for hire. Vox Machina is more interested in easy money and cheap ale than actually protecting the realm. But when the kingdom is threatened by evil, this boisterous crew realizes that they are the only ones capable of restoring justice.;https://image.tmdb.org/t/p/w500/b5A0qkGrZJTyVv3gT6b8clFEz9R.jpg;;135934;17.1589;8.194;571
tmdb_125282;TV Show;The Cleaning Lady;;Élodie Yung, Sebastien LaSalle, Valentino LaSalle, Eva De Dominici;US;2022-01-03;2022;PG-13;4 Seasons;Crime, Drama;A whip-smart doctor comes to the U.S. for a medical treatment to save her ailing son. But when the system fails and pushes her into hiding, she refuses to be beaten down and marginalized. Instead, she becomes a cleaning lady for the mob and starts playing the game by her own rules.;https://image.tmdb.org/t/p/w500/aoTQhDKiuKpn599yNxp03wr2ZHu.jpg;;125282;16.728;7.41;210
tmdb_203906;TV Show;High (School) On Sex;;Angelica Hart, Apple Dy, Clifford Pusing, Van Allen Ong, Audrey Avila, Jamilla Obispo, Cess Garcia, Aila Cruz, Armina Alegre, Jason Evans;PH;2022-06-05;2022;PG-13;2 Seasons;Comedy, Drama;Wilbert Ross and Denise Esteban. Vivamax brings lots of laughs and loads of sexy time in its new series, “High (School) on Sex”, pronounced as High On Sex,;https://image.tmdb.org/t/p/w500/tBOQVr2XfNKjUnB7O4tOM3olomr.jpg;;203906;16.2664;6.26;25
tmdb_117067;TV Show;KinnPorsche: The Series;Kongkiat Khomsiri, Krisda Witthayakhajorndet;Phakphum Romsaithong, Nattawin Wattanagitiphat, Wichapas Sumettikul, Jakapan Puttha, Jeff Satur, Tinnasit Isarapongporn, Nannakun Pakapatpornpob, Thanayut Thakoonauttaya, Nititorn Akkarachotsopon, Chalach Tantijibul;TH;2022-04-02;2022;PG-13;1 Season;Action & Adventure, Crime, Drama;Porsche agrees to guard mafia heir Kinn for his family's sake, but fighting off danger soon turns into fighting his own feelings.;https://image.tmdb.org/t/p/w500/hdPLe50HbZHsETXQRcIP8gw7cKz.jpg;;117067;16.1644;8.664;152
tmdb_206343;TV Show;Tomb of Fallen Gods;张富鑫, 原烨;张思淼, Si Xi, 魏茹晨;CN;2022-07-21;2022;PG-13;3 Seasons;Animation, Sci-Fi & Fantasy;The book takes the protagonist Chennan's search for his lover Yuxin 10,000 years ago and the pursuit of the secrets of the destruction of gods and demons as clues, leading to the vast six paths, heaven and earth chess game, and deducing a legend full of blood, heroic and poignant, telling the legends of countless heroes and beauties, and discussing human nature, society, life and other elements.;https://image.tmdb.org/t/p/w500/8lV2Mjn5Km7DqlgbbPntYr7rRfV.jpg;;206343;15.8937;6.0;10
tmdb_125398;TV Show;Moonhaven;;Emma McDonald, Dominic Monaghan, Joe Manganiello, Ayelet Zurer, Kadeem Hardison, Amara Karan, Yazzmin Newell;US;2022-07-07;2022;PG-13;1 Season;Sci-Fi & Fantasy;Bella Sway, a lunar cargo pilot and smuggler 100 years in the future, finds herself accused of a crime and marooned on Moonhaven, a utopian community set on a 500 square mile Garden of Eden built on the Moon to find solutions to the problems that will soon end civilization on Mother Earth.;https://image.tmdb.org/t/p/w500/nvEkr0zhe4DKdgf2ylcwFxyEFok.jpg;;125398;15.8032;6.294;68
tmdb_210078;TV Show;STAT;Julie Perreault;Suzanne Clément, Normand D'Amour, Geneviève Schmidt, Stéphane Rousseau, Lou-Pascal Tremblay, Jean-Nicolas Verreault, Bruno Marcil, Ludivine Reding, Samantha Fins, Antoine Bertrand;CA;2022-09-12;2022;PG-13;4 Seasons;Drama;The daily lives of the personnel of the St-Vincent hospital in Montréal.;https://image.tmdb.org/t/p/w500/i8t2DQVBv7rfJeUerVSIWGyMLqw.jpg;;210078;15.6846;6.8;9
tmdb_201900;TV Show;Dee Girls Talk;;Dee Hsu;;2022-02-14;2022;PG-13;1 Season;Reality, Talk;;https://image.tmdb.org/t/p/w500/hEi1zZmS0Bgm8j2X7j8Rvv2yfHJ.jpg;;201900;15.6503;6.5;2
tmdb_214001;TV Show;Masahiro Sakurai on Creating Games;;Masahiro Sakurai;;2022-08-24;2022;PG-13;4 Seasons;;"Join Masahiro Sakurai, director of several Kirby games and the Super Smash Bros. series, as he reflects on his work in the games industry and offers insightful and easy-to-understand advice about game development.

The goal? To try and help make games around the world a little more fun!";https://image.tmdb.org/t/p/w500/aAe1OOs03PnK3DExT34CxSXszSf.jpg;;214001;15.6304;0.0;0
tmdb_210791;TV Show;Deception;Murat Saraçoğlu;Vahide Perçin, Ercan Kesal, Mustafa Uğurlu, Cem Bender, Yusuf Çim, Feyza Sevil Güngör, Caner Şahin, Asena Girişken, Cem Sürgit, Canan Ürekil;TR;2022-09-22;2022;PG-13;2 Seasons;Family, Drama;He is a distinguished, respected family court judge. She is an honest and principled woman who has saved many marriages from destruction, made sure that many children receive the affection and love they deserve, and has always been on the side of justice.;https://image.tmdb.org/t/p/w500/4Ol3ytIPgYDESzBjyToip3zijf6.jpg;;210791;15.1458;7.6;5
tmdb_203504;TV Show;Aashiqana;;Khushi Dubey, Zayn Ibad Khan;IN;2022-06-06;2022;PG-13;4 Seasons;Crime, Mystery;A serial killer sparks the story of uptight Yashvardhan and feisty Chikki. Plagued by misunderstandings, how far do they have to go to nab the murderer?;https://image.tmdb.org/t/p/w500/a4Z6Uohb6Ln5vcPvMUzwyn3WBjP.jpg;;203504;15.0849;6.3;37
tmdb_136283;TV Show;The Glory;An Gil-ho;Song Hye-kyo, Lee Do-hyun, Lim Ji-yeon, Yeom Hye-ran, Park Sung-hoon, Jung Sung-il, Kim Hieora, Cha Joo-young, Kim Gun-woo;KR;2022-12-30;2022;PG-13;1 Season;Drama;Years after surviving horrific abuse in high school, a woman puts an elaborate revenge scheme in motion to make the perpetrators pay for their crimes.;https://image.tmdb.org/t/p/w500/uUM4LVlPgIrww07OoEKrGWlS1Ej.jpg;;136283;14.8884;8.5;854
tmdb_155052;TV Show;Please Don’t Spoil Me;;Zhang Miaoyi, Jin Xianzheng, Tao Hao, Han Jiahui, Hao Yiran, Wang Zifei, Wang Long, Zhou Qianxiao, Ma Qianqian;CN;2022-01-07;2022;PG-13;5 Seasons;Drama;"Yan Yiyi, the heroine, accidentally enters the novel she wrote and tries her best to become a ""nail house"" in the cold palace to return to reality, but makes the emperor Qin Yu, who is sexually continent, very interested.";https://image.tmdb.org/t/p/w500/pcRypnGbWNw3gXEF1M5Y7E1XdG5.jpg;;155052;14.8175;10.0;1
tmdb_53776;TV Show;Hicran;;Nisa Sofiya Aksongur, Elçin Zehra Irem, Berk Bakioğlu, Yağmur Çokgenç, Yaşar Üzer, Aydan Burhan, Iclal Karaduman, Mehmet Tokat, Nadir Ersoy, Melda Arat;TR;2022-11-07;2022;PG-13;1 Season;Drama;;https://image.tmdb.org/t/p/w500/mGD0AfYFkgLV5HaJn0Bg8I2NgIB.jpg;;53776;14.7927;1.0;1
tmdb_215315;TV Show;Rabb Se Hai Dua;;Aditi Sharma, Karanvir Sharma, Richa Rathore;IN;2022-11-28;2022;PG-13;2 Seasons;Drama;Unwitting stepsisters, Mannat and Ibaadat, share a strong bond, but their lives take a dramatic turn when the sisters get entangled in a polygamous situation.;https://image.tmdb.org/t/p/w500/6ikbefd7VeopbBuGgioYMNU5bQj.jpg;;215315;14.55;6.6;92
tmdb_107255;TV Show;Dragon Raja -The Blazing Dawn-;;Jinwen Chen, Xiangning Zhou, He Wenxiao;CN, JP;2022-08-19;2022;PG-13;3 Seasons;Animation, Action & Adventure, Sci-Fi & Fantasy;A letter from Cassell College broke the calm life of the youth. The unexpected admission notice, the frightened interview, the surprise rescue under the full view of the public, and the day of freedom to display their heroic spirit. When Lu Mingfei decided to choose the hidden option, the ordinary youth embarked on the legendary road of fighting against the dragon race.;https://image.tmdb.org/t/p/w500/4OxjZt3Evt0UY65Ozr4C4S895CO.jpg;;107255;14.5045;7.13;23
